id,clutch,day_hatch,day_photo,temp,egg_treat,sp,Weigth,Distance.moved,Movement,Movement.1,Movement.2,Movement.3,Movement.4,Movement.5,Time_hide_sec,Time_snout_sec,Time_emerge_sec,Notes.y,bd_liz_id.y,SVL,Tail,Total,Tail_intact,Notes,Notes.1,Notes.2.y,day,speed_1m_s,burst_25cm,day_hatch,day_photo,age
LD021_20,CL007_20,1-Dec-20,31-Jan-21,cold,ablated,Deli,0.503,1453.31,225.279,1.99999,972.398,0.039999,NA,NA,43,364,1610,,LD021_20,28.506,NA,NA,Yes,tail tip is invisible,,,1,2.88,0.95,1-Dec-20,31-Jan-21,61
LD027_20,CL008_20,8/12/2020,31/1/2021,cold,control,Deli,0.324,661.613,1.0958,130.4,0.279999,8.91364,1069.64,0.039999,6,2887,3724,,LD027_20,25.34,36.999,62.339,Yes,,,,1,2.71,1.07,8/12/2020,31/1/2021,54
LD035_20,CL012_20,7/12/2020,11/2/2021,cold,control,Deli,0.359,62.0564,6.91998,499.639,1193.12,0.039999,NA,NA,11,2036,5219,,LD035_20,26.035,35.531,61.566,Yes,,,,1,3.21,1.21,7/12/2020,11/2/2021,66
LD046_20,CL015_20,24/11/2020,31/1/2021,hot,ablated,Deli,0.321,605.448,85.4398,0.079999,1108.04,0.039999,NA,NA,208,NA,NA,,LD046_20,25.036,40.75,65.786,Yes,,,,1,4.85,1.31,24/11/2020,31/1/2021,68
LD047_20,CL015_20,10/12/2020,31/1/2021,cold,control,Deli,0.345,482.63,0.852306,77.5598,148.64,12.2008,1122.48,0.039999,20,4844,NA,,LD047_20,25.286,NA,NA,Yes,tail tip is invisible,,,1,2.84,0.76,10/12/2020,31/1/2021,52
LD049_20,CL016_20,14/12/2020,31/1/2021,cold,control,Deli,0.288,1582.96,0.80696,273.559,85.9198,2.72493,926.478,0.039999,11,3796,5023,,LD049_20,23.907,36.375,60.282,Yes,,,,1,3.11,1.15,14/12/2020,31/1/2021,48
LD050_20,CL016_20,16/12/2020,11/2/2021,cold,ablated,Deli,0.316,752.477,134.24,11.48,1065.8,0.039999,NA,NA,177,493,932,,LD050_20,24.177,36.386,60.563,Yes,,,,1,5.36,1.45,16/12/2020,11/2/2021,57
LD058_20,CL019_20,24/11/2020,31/1/2021,hot,ablated,Deli,0.398,531.908,0.957301,85.1998,90.4398,12.3871,1114.84,0.039999,2,1416,1750,,LD058_20,25.3,45.39,70.69,Yes,,,,1,2.81,0.88,24/11/2020,31/1/2021,68
LD061_20,CL020_20,25/11/2020,11/2/2021,hot,ablated,Deli,0.486,371.93,53.5599,86.3598,1146.48,0.039999,NA,NA,1,NA,NA,,LD061_20,30.147,44.976,75.123,Yes,wrong V1.1,,,1,2.12,0.79,25/11/2020,11/2/2021,78
LD064_20,CL020_20,27/11/2020,21/2/2021,hot,control,Deli,0.472,645.86,1.17866,106.08,0.839997,11.847,1078.08,0.039999,3,3298,4655,,LD064_20,25.883,NA,NA,Yes,has two photos,,,1,2.29,0.64,27/11/2020,21/2/2021,86
LD065_20,CL020_20,14/12/2020,21/2/2021,cold,control,Deli,0.55,612.983,1.16141,98.7198,250.999,12.6214,1085.44,0.039999,5,798,3266,,LD065_20,NA,NA,NA,Yes,"no photo, probably with wrong ID (LD064)",,,1,3.84,1.27,14/12/2020,21/2/2021,69
LD074_20,CL023_20,19/12/2020,11/2/2021,cold,ablated,Deli,0.252,586.561,107.08,0.879997,1088.16,0.039999,NA,NA,18,NA,NA,,LD074_20,21.696,31.849,53.545,Yes,,,,1,3.3,1,19/12/2020,11/2/2021,54
LD076_20,CL023_20,18/12/2020,11/2/2021,cold,control,Deli,0.311,980.76,158.76,46.2399,1023.16,0.039999,NA,NA,5,1017,3492,,LD076_20,26.254,39.122,65.376,Yes,,,,1,5.6,1.84,18/12/2020,11/2/2021,55
LD090_20,CL027_20,16/12/2020,11/2/2021,cold,ablated,Deli,0.288,430.128,88.0798,43.0799,1111.96,0.039999,NA,NA,15,1341,1373,,LD090_20,23.669,35.379,59.048,Yes,,,,1,1.99,0.72,16/12/2020,11/2/2021,57
LD157_20,CL046_20,7/12/2020,11/2/2021,hot,control,Deli,0.314,1081.55,179.24,26.9599,1018,0.039999,NA,NA,2,NA,NA,,LD157_20,24.832,33.64,58.472,Yes,,,,1,4.63,1.4,7/12/2020,11/2/2021,66
LD162_20,CL048_20,22/12/2020,31/1/2021,cold,ablated,Deli,0.273,697.518,109.76,34.8399,1090.08,0.039999,NA,NA,1,452,1491,,LD162_20,22.761,29.021,51.782,Yes,,,,1,2.83,0.83,22/12/2020,31/1/2021,40
LD163_20,CL048_20,3/12/2020,2/3/2021,hot,ablated,Deli,0.403,1159.09,143.4,8.11998,1056.64,0.039999,NA,NA,3,4215,5132,,LD163_20,26.14,43.022,69.162,Yes,,,,1,6.21,1.77,3/12/2020,2/3/2021,89
LD169_20,CL049_20,23/12/2020,11/2/2021,cold,control,Deli,0.328,654.254,1.00991,122.2,0.039999,8.90775,1077.84,0.679998,2,1646,3649,,LD169_20,24.75,34.177,58.927,Yes,,,,1,2.85,0.83,23/12/2020,11/2/2021,50
LD172_20,CL050_20,3/12/2020,11/2/2021,hot,control,Deli,0.395,532.265,1.1647,98.9998,22.9599,12.9534,1101.04,0.039999,3,1460,2134,,LD172_20,25.198,39.849,65.047,Yes,,,,1,2.68,0.92,3/12/2020,11/2/2021,70
LD173_20,CL050_20,23/12/2020,31/1/2021,cold,ablated,Deli,0.25,637.227,124.36,2.07999,1075.68,0.039999,NA,NA,9,NA,NA,No tail,LD173_20,22.552,34.235,56.787,No,tail drop during running,,"DAY 3 All NA, WRONG",1,9.03,4.78,23/12/2020,31/1/2021,39
LD178_20,CL052_20,23/12/2020,11/2/2021,cold,ablated,Deli,0.252,636.461,136.32,0.039999,1063.72,1.99999,NA,NA,4,1826,NA,,LD178_20,21.618,34.018,55.636,Yes,,,,1,16.89,14.12,23/12/2020,11/2/2021,50
LD181_20,CL052_20,23/12/2020,11/2/2021,cold,control,Deli,0.258,31.7252,NA,0,NA,1200.04,1200.04,0.039999,3,3267,3626,,LD181_20,23.755,36.369,60.124,Yes,,,,1,2.98,0.97,23/12/2020,11/2/2021,50
LD182_20,CL053_20,27/12/2020,2/3/2021,cold,ablated,Deli,0.373,13.9047,NA,0,NA,1200.04,1200.04,0.039999,4,1323,2225,,LD182_20,25.429,40.404,65.833,Yes,,,,1,2.76,1.06,27/12/2020,2/3/2021,65
LD183_20,CL053_20,7/12/2020,21/2/2021,hot,ablated,Deli,0.476,579.753,101.88,72.6798,1098.16,0.039999,NA,NA,1,1524,3423,,LD183_20,27.473,NA,NA,Yes,,V2.3 wrong,,1,2.16,0.68,7/12/2020,21/2/2021,76
LD185_20,CL053_20,28/12/2020,2/3/2021,cold,control,Deli,0.296,1063.4,1.27561,209.199,4.39999,6.00508,990.838,0.039999,7,3671,NA,,LD185_20,23.516,31.79,55.306,Yes,,,,1,4.2,1.4,28/12/2020,2/3/2021,64
LD186_20,CL054_20,23/12/2020,31/1/2021,cold,ablated,Deli,0.29,618.339,119.52,5.99998,1080.52,0.039999,NA,NA,9,1856,2999,,LD186_20,23.113,32.654,55.767,Yes,,,,1,4.02,1.37,23/12/2020,31/1/2021,39
LD191_20,CL055_20,4/12/2020,31/1/2021,hot,ablated,Deli,0.363,886.822,149.96,0.039999,1050.08,0.999997,NA,NA,21,4722,NA,,LD191_20,26.108,39.914,66.022,Yes,,,,1,6.69,2.85,4/12/2020,31/1/2021,58
LD192_20,CL055_20,24/12/2020,31/1/2021,hot,control,Deli,0.278,412.39,78.5198,609.118,1121.52,0.039999,NA,NA,3,4784,NA,,LD192_20,22.841,NA,NA,Yes,,,,1,3.43,1.35,24/12/2020,31/1/2021,38
LD200_20,CL057_20,6/12/2020,11/2/2021,hot,control,Deli,0.331,838.521,159.96,0.279999,1040.08,0.039999,NA,NA,7,3369,3448,,LD200_20,25.999,NA,NA,Yes,tail tip is invisible,,,1,3.22,1.04,6/12/2020,11/2/2021,67
LD201_20,CL057_20,26/12/2020,11/2/2021,cold,control,Deli,0.268,620.13,137.72,338.719,1062.32,0.039999,NA,NA,12,NA,NA,,LD201_20,23.051,38.254,61.305,Yes,,,,1,2.65,0.82,26/12/2020,11/2/2021,47
LD202_20,CL058_20,24/12/2020,21/2/2021,cold,ablated,Deli,0.262,993.559,1.14,209.759,56.2799,5.26918,974.798,0.039999,0,1001,3752,,LD202_20,22.082,NA,NA,Yes,,,,1,2.82,0.83,24/12/2020,21/2/2021,59
LD204_20,CL058_20,6/12/2020,31/1/2021,hot,control,Deli,0.316,783.356,1.4064,140.64,46.8399,10.4891,1059.4,0.039999,10,2051,3723,,LD204_20,25.541,29.456,54.997,Yes,,,,1,17.72,7.14,6/12/2020,31/1/2021,56
LD209_20,CL059_20,24/12/2020,31/1/2021,cold,control,Deli,0.255,315.902,0.85049,51.8799,4.27999,18.5187,1148.16,0.039999,1,799,3902,,LD209_20,22.109,36.438,58.547,Yes,,Second run; turn back several times,,1,2.49,0.83,24/12/2020,31/1/2021,38
LD227_20,CL066_20,5/12/2020,11/2/2021,hot,ablated,Deli,0.322,813.81,151.92,17.04,1013.8,0.039999,NA,NA,42,4729,NA,,LD227_20,27.068,NA,NA,Yes,tail tip is invisible,,,1,7.17,2.19,5/12/2020,11/2/2021,68
LD228_20,CL066_20,6/12/2020,11/2/2021,hot,control,Deli,0.334,328.726,51.7199,429.719,1148.32,0.039999,NA,NA,1,NA,NA,,LD228_20,25.13,36.875,62.005,Yes,,,,1,2.42,0.75,6/12/2020,11/2/2021,67
LD237_20,CL069_20,7/12/2020,1/2/2021,hot,control,Deli,0.374,732.996,130.88,22.4799,1069.12,0.039999,NA,NA,3,NA,NA,,LD237_20,25.094,38.84,63.934,Yes,weight and photo on Mon,,,1,4.53,1.78,7/12/2020,1/2/2021,56
LD238_20,CL069_20,23/12/2020,11/2/2021,cold,control,Deli,0.24,567.284,1.26181,111.04,239.519,12.2359,1089,0.039999,2,3274,4642,,LD238_20,22.569,31.419,53.988,Yes,,,,1,3.12,1.06,23/12/2020,11/2/2021,50
LD241_20,CL070_20,25/12/2020,31/1/2021,cold,ablated,Deli,0.251,781.715,160.64,25.5199,1039.4,0.039999,NA,NA,31,NA,NA,,LD241_20,21.882,33.909,55.791,Yes,,,,1,3.24,1.04,25/12/2020,31/1/2021,37
LD242_20,CL070_20,8/12/2020,21/2/2021,hot,ablated,Deli,0.471,464.31,1.1259,68.6798,10.08,17.9935,1115.6,0.039999,44,497,NA,,LD242_20,26.523,42.097,68.62,Yes,,,,1,2.89,0.78,8/12/2020,21/2/2021,75
LD243_20,CL070_20,25/12/2020,31/1/2021,cold,ablated,Deli,0.211,1406.93,184.4,0.039999,1015.4,0.759998,NA,NA,27,2529,2751,,LD243_20,22.596,31.302,53.898,Yes,,,,1,4.5,1.26,25/12/2020,31/1/2021,37
LD257_20,Cl076_20,28/12/2020,11/2/2021,cold,ablated,Deli,0.259,485.262,66.3198,62.8398,1133.72,0.039999,NA,NA,11,3523,3776,,LD257_20,21.873,33.795,55.668,Yes,,,,1,4.97,2.08,28/12/2020,11/2/2021,45
LD258_20,Cl076_20,8/12/2020,31/1/2021,hot,ablated,Deli,0.257,718.987,1.5456,115.92,157.96,14.2647,1084.12,0.039999,27,1580,2534,,LD258_20,23.566,36.614,60.18,Yes,,,,1,6.42,1.99,8/12/2020,31/1/2021,54
LD263_20,CL078_20,12/12/2020,31/1/2021,hot,control,Deli,0.394,422.47,73.4798,0.039999,1126.56,0.159999,NA,NA,NA,NA,NA,NA,LD263_20,27.002,42.175,69.177,Yes,,,,1,3.16,0.95,12/12/2020,31/1/2021,50
LD264_20,CL078_20,11/12/2020,21/2/2021,hot,ablated,Deli,0.383,823.588,144.4,22.5999,1055.64,0.039999,NA,NA,5,3155,4428,,LD264_20,25.559,40.586,66.145,Yes,,,,1,2.53,0.78,11/12/2020,21/2/2021,72
LD269_20,CL079_20,28/12/2020,21/2/2021,cold,control,Deli,0.383,1096.57,0.959678,239.919,23.5199,3.76142,944.118,0.039999,3,218,455,,LD269_20,24.703,32.739,57.442,Yes,,,,1,3.73,1.1,28/12/2020,21/2/2021,55
LD280_20,CL084_20,11/12/2020,11/2/2021,hot,control,Deli,0.277,556.201,103.84,94.3198,1096.2,0.039999,NA,NA,4,4100,5503,,LD280_20,23.846,36.798,60.644,Yes,,,,1,3.27,1.15,11/12/2020,11/2/2021,62
LD281_20,CL084_20,11/12/2020,21/2/2021,hot,ablated,Deli,0.429,492.34,98.0798,624.118,1094.88,0.039999,NA,NA,81,NA,NA,,LD281_20,26.948,37.733,64.681,Yes,,,,1,3.36,1.17,11/12/2020,21/2/2021,72
LD282_20,CL084_20,29/12/2020,11/2/2021,cold,ablated,Deli,0.229,537.094,84.3198,0.039999,1115.72,0.119999,NA,NA,2,3719,NA,,LD282_20,23.016,31.173,54.189,Yes,,,,1,7.03,2.42,29/12/2020,11/2/2021,44
LD283_20,CL084_20,29/12/2020,21/2/2021,cold,control,Deli,0.295,657.937,114.04,7.15998,1086,0.039999,NA,NA,2,2135,3728,,LD283_20,22.994,34.573,57.567,Yes,,,,1,2.86,0.99,29/12/2020,21/2/2021,54
LD287_20,CL086_20,24/12/2020,31/1/2021,cold,control,Deli,0.21,555.565,91.9198,28.2799,1108.12,0.039999,NA,NA,69,729,1452,,LD287_20,20.72,31.569,52.289,Yes,,,,1,2.37,0.7,24/12/2020,31/1/2021,38
