id,clutch,day_hatch,day_photo,temp,egg_treat,sp,Weigth,Distance.moved,Movement,Movement.1,Movement.2,Movement.3,Movement.4,Movement.5,Time_hide_sec,Time_snout_sec,Time_emerge_sec,Notes.y,bd_liz_id.y,SVL,Tail,Total,Tail_intact,Notes,Notes.1,Notes.2.y,day,speed_1m_s,burst_25cm,day_hatch,day_photo,age
LG220_20,CL064_20,9/12/2020,21/2/2021,hot,ablated,Guich,0.56,991.895,163.12,4.11999,1036.92,0.039999,NA,NA,1,NA,NA,,LG220_20,30.116,49.127,79.243,Yes,,,,3,3.21,1.07,9/12/2020,21/2/2021,74
LG222_20,CL065_20,27/12/2020,2/3/2021,cold,ablated,Guich,0.431,1336.11,1.16978,215.239,37.9199,5.35216,984.798,0.039999,76,93,394,,LG222_20,27.374,38.701,66.075,Yes,has two photos,,,3,3.59,1.33,27/12/2020,2/3/2021,65
LG224_20,CL065_20,8/12/2020,21/2/2021,hot,control,Guich,0.445,1151.37,156.92,73.2398,1043.12,0.039999,NA,NA,2,50,386,,LG224_20,26.458,40.514,66.972,Yes,,,,3,4.33,1.57,8/12/2020,21/2/2021,75
LG225_20,CL065_20,29/12/2020,11/2/2021,cold,control,Guich,0.267,984.173,149.2,19.92,1028.88,0.039999,NA,NA,18,575,721,,LG225_20,23.143,34.289,57.432,Yes,,,,3,5.12,1.49,29/12/2020,11/2/2021,44
LG230_20,CL067_20,30/12/2020,21/2/2021,cold,control,Guich,0.321,612.51,1.15481,124.72,109.56,9.2231,1005.32,0.039999,49,274,1396,,LG230_20,25.059,34.191,59.25,Yes,,,,3,2.65,0.85,30/12/2020,21/2/2021,53
LG231_20,CL067_20,29/12/2020,21/2/2021,cold,ablated,Guich,0.302,986.894,0.979729,218.479,0.039999,4.09613,913.438,2.75999,32,282,NA,,LG231_20,22.947,32.477,55.424,Yes,,,,3,4.7,1.34,29/12/2020,21/2/2021,54
LG233_20,CL068_20,30/12/2020,11/2/2021,cold,control,Guich,0.369,1061.61,207.759,34.2399,992.278,0.039999,NA,NA,13,1696,3717,,LG233_20,24.89,38.769,63.659,Yes,,,,3,3.06,0.93,30/12/2020,11/2/2021,43
LG234_20,CL068_20,30/12/2020,2/3/2021,cold,ablated,Guich,0.351,1603.43,1.49858,254.759,123,5.56046,945.278,0.039999,4,203,1218,,LG234_20,23.754,35.988,59.742,Yes,,,,3,2.54,0.9,30/12/2020,2/3/2021,62
LG247_20,CL072_20,31/12/2020,11/2/2021,cold,control,Guich,0.294,362.013,0.94769,61.5998,84.8798,17.249,1138.44,0.039999,11,556,NA,,LG247_20,25.007,NA,NA,Yes,tail tip is invisible,,,3,8.87,3.03,31/12/2020,11/2/2021,42
LG252_20,CL074_20,1/1/2021,2/3/2021,cold,control,Guich,0.381,502.301,0.694413,77.0798,261.959,10.0264,1122.96,0.039999,12,5169,NA,,LG252_20,25.449,38.531,63.98,Yes,,,,3,20.78,6.31,1/1/2021,2/3/2021,60
LG272_20,CL081_20,13/12/2020,21/2/2021,hot,control,Guich,0.53,32.9457,0,NA,1200.04,0.039999,NA,NA,11,NA,NA,,LG272_20,28.565,43.142,71.707,Yes,,,,3,3.39,1.35,13/12/2020,21/2/2021,70
LG274_20,CL081_20,12/12/2020,2/3/2021,hot,ablated,Guich,0.585,649.306,106.68,115.2,1093.36,0.039999,NA,NA,4,593,2905,,LG274_20,29.628,44.241,73.869,Yes,,,,3,2.81,1.01,12/12/2020,2/3/2021,80
LG276_20,CL082_20,11/12/2020,2/3/2021,hot,ablated,Guich,0.49,1065.53,1.53081,169.92,635.598,9.27962,1030.04,0.039999,24,40,663,,LG276_20,29.512,NA,NA,Yes,,,,3,5.19,2.43,11/12/2020,2/3/2021,81
LG296_20,CL088_20,15/12/2020,11/2/2021,hot,ablated,Guich,0.345,1024.58,1.37724,150.12,0.719998,9.37727,1040.88,0.039999,10,70,70,,LG296_20,25.041,NA,NA,Yes,tail tip is invisible,,,3,6.83,2.09,15/12/2020,11/2/2021,58
LG297_20,CL089_20,13/12/2020,21/2/2021,hot,control,Guich,0.438,1557.38,213.079,9.95998,986.958,0.039999,NA,NA,2,65,117,,LG297_20,26.814,42.742,69.556,Yes,,,,3,5.8,4.21,13/12/2020,21/2/2021,70
LG300_20,CL090_20,16/12/2020,31/1/2021,hot,control,Guich,0.423,1230.16,187.48,88.9598,1004.52,0.039999,NA,NA,2,4225,4391,,LG300_20,25.145,42.529,67.674,Yes,,,,3,2.72,0.96,16/12/2020,31/1/2021,46
LG304_20,CL091_20,12/12/2020,11/2/2021,hot,ablated,Guich,0.418,1244.62,1.08085,252.919,31.9999,4.03029,947.118,0.039999,3,213,NA,,LG304_20,25.249,NA,NA,Yes,tail tip is invisible,,,3,3.29,1.05,12/12/2020,11/2/2021,61
LG305_20,CL092_20,3/1/2021,21/2/2021,cold,control,Guich,0.23,847.959,180.84,10.84,999.758,0.039999,NA,NA,3,28,71,,LG305_20,22.188,30.59,52.778,Yes,,,,3,5.47,1.54,3/1/2021,21/2/2021,49
LG306_20,CL092_20,14/12/2020,11/2/2021,hot,control,Guich,0.49,845.502,159.56,27.1999,1031.36,0.039999,NA,NA,50,2295,NA,,LG306_20,26.816,NA,NA,Yes,tail tip is invisible,,,3,5.1,1.43,14/12/2020,11/2/2021,59
LG307_20,CL092_20,3/1/2021,21/2/2021,cold,ablated,Guich,0.257,760.811,135.8,26.3599,1063.4,0.039999,NA,NA,21,580,1049,,LG307_20,23.207,31.873,55.08,Yes,,,,3,3.98,1.14,3/1/2021,21/2/2021,49
LG314_20,CL094_20,3/1/2021,2/3/2021,cold,ablated,Guich,0.197,35.9038,0,NA,1200.04,0.039999,NA,NA,31,NA,NA,,LG314_20,21.076,27.99,49.066,Yes,,,,3,4.77,1.68,3/1/2021,2/3/2021,58
LG315_20,CL094_20,15/12/2020,11/2/2021,hot,ablated,Guich,0.293,NA,NA,NA,NA,NA,NA,NA,8,467,3635,,LG315_20,24.262,36.55,60.812,Yes,,,,3,28.8,10,15/12/2020,11/2/2021,58
LG316_20,CL095_20,19/12/2020,2/3/2021,hot,ablated,Guich,0.516,1298.71,1.34706,179.16,88.8798,7.67577,1020.88,0.039999,1,1228,3429,,LG316_20,26.215,NA,NA,Yes,recorded as LG319,,,3,3.69,1.03,19/12/2020,2/3/2021,73
LG317_20,CL095_20,7/1/2021,21/2/2021,cold,control,Guich,0.339,834.543,133,30.1599,1067.04,0.039999,NA,NA,9,25,149,,LG317_20,24.469,36.589,61.058,Yes,,,,3,4.15,1.59,7/1/2021,21/2/2021,45
LG318_20,CL095_20,17/12/2020,11/2/2021,hot,control,Guich,0.42,871.123,169.56,0.039999,1030.48,1.32,NA,NA,2,428,634,,LG318_20,27.078,42.079,69.157,Yes,,,,3,4.47,1.76,17/12/2020,11/2/2021,56
LG320_20,CL095_20,19/12/2020,31/1/2021,hot,ablated,Guich,0.402,633.317,0.819369,130.28,161.64,6.64398,1063.04,0.039999,5,297,1109,,LG320_20,26.675,42.074,68.749,Yes,,,,3,4.85,1.52,19/12/2020,31/1/2021,43
LG321_20,CL095_20,7/1/2021,21/2/2021,cold,control,Guich,0.245,931.142,162.72,102.96,1037.32,0.039999,NA,NA,10,109,126,,LG321_20,22.872,31.149,54.021,Yes,,,,3,5.41,1.59,7/1/2021,21/2/2021,45
LG322_20,CL095_20,18/12/2020,31/1/2021,hot,control,Guich,0.347,548.857,102.56,0.439998,1097.48,0.039999,NA,NA,18,485,1370,,LG322_20,26.293,38.721,65.014,Yes,,,,3,5.2,1.45,18/12/2020,31/1/2021,44
LG324_20,CL096_20,18/12/2020,31/1/2021,hot,ablated,Guich,0.393,1377.68,1.29341,223.759,0.799998,5.57217,969.558,0.039999,5,2796,3259,,LG324_20,26.835,NA,NA,Yes,tail tip is invisible,,,3,4.05,1.75,18/12/2020,31/1/2021,44
LG325_20,CL096_20,6/1/2021,21/2/2021,cold,control,Guich,0.299,717.918,129,96.5598,1071.04,0.039999,NA,NA,6,536,2626,,LG325_20,23.306,36.422,59.728,Yes,,,,3,2.86,0.8,6/1/2021,21/2/2021,46
LG341_20,CL099_20,3/1/2021,2/3/2021,cold,ablated,Guich,0.241,1305.69,241.359,0.039999,958.678,2.03999,NA,NA,7,34,117,,LG341_20,22.511,30.771,53.282,Yes,,,,3,27,11,3/1/2021,2/3/2021,58
LG366_20,CL106_20,8/1/2021,2/3/2021,cold,control,Guich,0.324,417.033,69.1998,155.12,1130.84,0.039999,NA,NA,17,358,1749,,LG366_20,25.207,34.376,59.583,Yes,,,,3,4.34,1.36,8/1/2021,2/3/2021,53
LG368_20,CL107_20,18/12/2020,21/2/2021,hot,ablated,Guich,0.395,999.933,148.48,0.159999,1051.52,0.079999,NA,NA,23,3112,3122,,LG368_20,26.057,39.706,65.763,Yes,,,,3,4.24,1.44,18/12/2020,21/2/2021,65
LG377_20,CL110_20,8/1/2021,2/3/2021,cold,control,Guich,0.35,531.238,0.698244,79.5998,0.159999,9.74293,1120.44,0.039999,3,2097,3415,,LG377_20,25.643,NA,NA,Yes,,,,3,12.73,5.18,8/1/2021,2/3/2021,53
LG411_20,CL122_20,25/12/2020,11/2/2021,hot,control,Guich,0.34,1730.22,238.599,4.03999,961.398,0.039999,NA,NA,21,364,462,,LG411_20,NA,NA,NA,Yes,cannot see cloaca,,,3,5.03,2.14,25/12/2020,11/2/2021,48
LG413_20,CL122_20,9/1/2021,21/2/2021,cold,control,Guich,0.299,508.9,92.9998,76.3598,1107.04,0.039999,NA,NA,2,12,150,,LG413_20,23.326,NA,NA,Yes,part of tail is invisible,,,3,6.31,1.84,9/1/2021,21/2/2021,43
LG414_20,CL122_20,24/12/2020,21/2/2021,hot,ablated,Guich,0.515,768.666,112.72,40.3599,1082.72,0.039999,NA,NA,NA,NA,NA,NA,LG414_20,27.309,45.761,73.07,Yes,,,,3,3.35,1.18,24/12/2020,21/2/2021,59
LG450_20,CL133_20,30/12/2020,21/2/2021,hot,ablated,Guich,0.329,545.269,98.7997,211.399,1101.24,0.039999,NA,NA,2,NA,NA,,LG450_20,27.811,39.267,67.078,Yes,,,,3,3.25,1.14,30/12/2020,21/2/2021,53
LG455_20,CL135_20,31/12/2020,11/2/2021,hot,ablated,Guich,0.281,622.63,112.92,5.67998,1072.52,0.039999,NA,NA,12,372,851,,LG455_20,24.615,36.159,60.774,Yes,,,,3,3.06,1.04,31/12/2020,11/2/2021,42
LG457_20,CL136_20,31/12/2020,2/3/2021,hot,ablated,Guich,0.374,855.104,1.01605,164.6,72.8798,6.35238,1035.44,0.039999,1,135,3463,,LG457_20,26.456,34.221,60.677,Yes,,,,3,12.17,4.76,31/12/2020,2/3/2021,61
LG467_20,CL139_20,2/1/2021,21/2/2021,hot,ablated,Guich,0.329,785.618,150.08,3.27999,1049.96,0.039999,NA,NA,6,299,573,,LG467_20,23.438,NA,NA,Yes,,,,3,6.73,2.28,2/1/2021,21/2/2021,50
LG548_20,CL161_20,10/1/2021,21/2/2021,hot,ablated,Guich,0.245,1384.18,215.999,18.68,982.278,0.039999,NA,NA,17,190,257,,LG548_20,22.241,33.678,55.919,Yes,,,,3,4.74,2.15,10/1/2021,21/2/2021,42
LG549_20,CL161_20,10/1/2021,2/3/2021,hot,control,Guich,0.36,931.203,157.8,139.68,1042.24,0.039999,NA,NA,19,670,4185,,LG549_20,25.804,NA,NA,Yes,,,,3,5.76,1.87,10/1/2021,2/3/2021,51
