"","id","clutch","day_hatch","day_photo","temp","egg_treat","sp","Weigth","Distance.moved","Time_hide_sec","Time_snout_sec","Time_emerge_sec","SVL","Tail","Total","Tail_intact","day","speed_1m_s","burst_25cm","age","Notes","Notes.1","Notes.2.y","logTimeSnout","logspeed_1m","logspeed_burst","logTime_emerge_sec"
"202","LD186_20","CL054_20","23/12/2020","31/1/2021","cold","ablated","Deli",0.29,552.22,2,2513,3243,23.113,32.654,55.767,"Yes",2,4.09,1.23,39,"","","",7.82923253754359,1.40854497005471,0.207014169384326,8.08425410630732
"203","LD191_20","CL055_20","4/12/2020","31/1/2021","hot","ablated","Deli",0.363,1232.79,2,NA,NA,26.108,39.914,66.022,"Yes",2,3.98,1.49,58,"","","",NA,1.38128181929635,0.398776119957368,NA
"204","LD192_20","CL055_20","24/12/2020","31/1/2021","hot","control","Deli",0.278,814.509,3,3101,3395,22.841,NA,NA,"Yes",2,7.07,2.06,38,"","","",8.03947991910045,1.95586047990848,0.72270598280149,8.1300590399928
"205","LD200_20","CL057_20","6/12/2020","11/2/2021","hot","control","Deli",0.331,752.411,1,991,3073,25.999,NA,NA,"Yes",2,5.13,1.43,67,"tail tip is invisible","","",6.89871453432999,1.63510565918268,0.357674444271816,8.03040956213048
"206","LD201_20","CL057_20","26/12/2020","11/2/2021","cold","control","Deli",0.268,1010.92,7,NA,NA,23.051,38.254,61.305,"Yes",2,3.04,0.92,47,"","","",NA,1.11185751541813,-0.083381608939051,NA
"207","LD202_20","CL058_20","24/12/2020","21/2/2021","cold","ablated","Deli",0.262,753.294,0,452,1922,22.082,NA,NA,"Yes",2,2.55,0.76,59,"","","",6.11368217983223,0.936093359170335,-0.27443684570176,7.56112158953024
"208","LD204_20","CL058_20","6/12/2020","31/1/2021","hot","control","Deli",0.316,745.486,13,2800,4405,25.541,29.456,54.997,"Yes",2,14.43,5.64,56,"","","",7.9373746961633,2.66930937278578,1.72988406550997,8.39049553837028
"209","LD209_20","CL059_20","24/12/2020","31/1/2021","cold","control","Deli",0.255,486.965,5,782,3572,22.109,36.438,58.547,"Yes",2,10.11,5.58,38,"","Second run; turn back several times","",6.66185474054531,2.31352503303238,1.71918877639322,8.18088094199639
"210","LD227_20","CL066_20","5/12/2020","11/2/2021","hot","ablated","Deli",0.322,891.769,6,NA,NA,27.068,NA,NA,"Yes",2,13.66,4.12,68,"tail tip is invisible","","",NA,2.61447185414264,1.41585316336144,NA
"211","LD228_20","CL066_20","6/12/2020","11/2/2021","hot","control","Deli",0.334,667.368,5,NA,NA,25.13,36.875,62.005,"Yes",2,14.34,12.18,67,"","","",NA,2.66305283517147,2.49979526228175,NA
"212","LD237_20","CL069_20","7/12/2020","1/2/2021","hot","control","Deli",0.374,931.813,36,NA,NA,25.094,38.84,63.934,"Yes",2,3.8,1.11,56,"weight and photo on Mon","","",NA,1.33500106673234,0.104360015324243,NA
"213","LD238_20","CL069_20","23/12/2020","11/2/2021","cold","control","Deli",0.24,884.971,3,704,1702,22.569,31.419,53.988,"Yes",2,2.63,0.73,50,"","","",6.55677835615804,0.966983846189673,-0.3147107448397,7.43955930913332
"214","LD241_20","CL070_20","25/12/2020","31/1/2021","cold","ablated","Deli",0.251,438.321,11,NA,NA,21.882,33.909,55.791,"Yes",2,3.07,1.15,37,"","","",NA,1.12167756159911,0.139761942375159,NA
"215","LD242_20","CL070_20","8/12/2020","21/2/2021","hot","ablated","Deli",0.471,462.089,7,2476,3681,26.523,42.097,68.62,"Yes",2,3.27,1.08,75,"","","",7.81439963380449,1.18478998490916,0.0769610411361284,8.21093973337902
"216","LD243_20","CL070_20","25/12/2020","31/1/2021","cold","ablated","Deli",0.211,898.235,8,2550,3275,22.596,31.302,53.898,"Yes",2,5.1,1.45,37,"","","",7.84384863815247,1.62924053973028,0.371563556432483,8.09407314806935
"217","LD257_20","Cl076_20","28/12/2020","11/2/2021","cold","ablated","Deli",0.259,350.198,1,2587,2689,21.873,33.795,55.668,"Yes",2,4.56,1.47,45,"","","",7.85825418218603,1.51732262352629,0.385262400790645,7.89692465626886
"218","LD258_20","Cl076_20","8/12/2020","31/1/2021","hot","ablated","Deli",0.257,846.211,8,335,3061,23.566,36.614,60.18,"Yes",2,3.66,1.04,54,"","","",5.81413053182507,1.29746314741327,0.0392207131532813,8.02649693894541
"219","LD263_20","CL078_20","12/12/2020","31/1/2021","hot","control","Deli",0.394,818.547,NA,NA,NA,27.002,42.175,69.177,"Yes",2,4.06,1.61,50,"","","",NA,1.40118297361364,0.476234178996372,NA
"220","LD264_20","CL078_20","11/12/2020","21/2/2021","hot","ablated","Deli",0.383,595.951,4,4223,4928,25.559,40.586,66.145,"Yes",2,3.02,0.99,72,"","","",8.34830105493394,1.10525683138678,-0.0100503358535015,8.50268850521336
"221","LD269_20","CL079_20","28/12/2020","21/2/2021","cold","control","Deli",0.383,490.288,1,1594,3783,24.703,32.739,57.442,"Yes",2,5.82,2.01,55,"","","",7.37400185935016,1.76130026174335,0.698134722070984,8.23827262463303
"222","LD280_20","CL084_20","11/12/2020","11/2/2021","hot","control","Deli",0.277,497.868,3,5156,NA,23.846,36.798,60.644,"Yes",2,3.7,1.15,62,"","","",8.54791636405908,1.30833281965018,0.139761942375159,NA
"223","LD281_20","CL084_20","11/12/2020","21/2/2021","hot","ablated","Deli",0.429,589.857,6,1220,NA,26.948,37.733,64.681,"Yes",2,2.69,0.92,72,"","","",7.1066061377273,0.989541193613748,-0.083381608939051,NA
"224","LD282_20","CL084_20","29/12/2020","11/2/2021","cold","ablated","Deli",0.229,538.044,2,NA,NA,23.016,31.173,54.189,"Yes",2,5.35,1.45,44,"","","",NA,1.67709656090792,0.371563556432483,NA
"225","LD283_20","CL084_20","29/12/2020","21/2/2021","cold","control","Deli",0.295,546.744,3,990,2225,22.994,34.573,57.567,"Yes",2,5.97,3.8,54,"","","",6.89770494312864,1.78674692740451,1.33500106673234,7.70751219460034
"226","LD287_20","CL086_20","24/12/2020","31/1/2021","cold","control","Deli",0.21,623.415,207,4219,4571,20.72,31.569,52.289,"Yes",2,2.48,0.74,38,"","","",8.34735341212434,0.908258560176891,-0.301105092783922,8.42748727833174
"227","LD290_20","CL086_20","8/12/2020","31/1/2021","hot","control","Deli",0.362,1410.84,3,1463,NA,26.745,35.738,62.483,"Yes",2,3.34,1.19,54,"","","",7.28824440102012,1.20597080698861,0.173953307123438,NA
"229","LD292_20","CL087_20","30/12/2020","21/2/2021","cold","ablated","Deli",0.327,1238.84,13,1143,1497,23.439,41.258,64.697,"Yes",2,2.45,0.87,53,"","","",7.04141166379481,0.896088024556636,-0.139262067333508,7.31121838441963
"230","LD294_20","CL087_20","12/12/2020","11/2/2021","hot","control","Deli",0.416,1095.55,21,1738,4238,26.394,40.788,67.182,"Yes",2,2.84,0.89,61,"","","",7.46049030582534,1.04380405217311,-0.116533816255952,8.35184673882824
"231","LD311_20","CL093_20","31/12/2020","21/2/2021","cold","ablated","Deli",0.276,620.098,19,NA,NA,22.91,32.631,55.541,"Yes",2,9.01,3.74,52,"","","",NA,2.19833507162025,1.31908561142644,NA
"232","LD312_20","CL093_20","13/12/2020","2/3/2021","hot","ablated","Deli",0.325,191.535,2,NA,NA,24.108,40.238,64.346,"Yes",2,4.56,1.67,79,"","","",NA,1.51732262352629,0.512823626428664,NA
"233","LD332_20","CL097_20","15/12/2020","21/2/2021","hot","control","Deli",0.351,936.127,19,1691,NA,25.365,NA,NA,"Yes",2,3.47,1.06,68,"","","",7.43307534889858,1.24415459395877,0.0582689081239758,NA
"234","LD333_20","CL097_20","2/1/2021","2/3/2021","cold","ablated","Deli",0.263,1101.21,10,629,1889,22.451,32.773,55.224,"Yes",2,25.94,17.3,59,"","","",6.44413125670044,3.2557861788883,2.85070650150373,7.54380286750151
"235","LD336_20","CL098_20","14/12/2020","2/3/2021","hot","control","Deli",0.327,175.198,159,NA,NA,21.897,NA,NA,"Yes",2,4.7,1.44,78,"","","",NA,1.54756250871601,0.364643113587909,NA
"236","LD342_20","CL100_20","27/12/2020","31/1/2021","cold","control","Deli",0.248,1528.01,NA,NA,NA,23.881,33.619,57.5,"Yes",2,3.87,1.24,35,"","","",NA,1.35325450704169,0.215111379616945,NA
"237","LD345_20","CL101_20","31/12/2020","2/3/2021","cold","control","Deli",0.302,221.85,2,1875,2506,23.633,31.347,54.98,"Yes",2,3.02,1.37,61,"","","",7.53636393840451,1.10525683138678,0.314810739840034,7.82644313545601
"238","LD349_20","CL102_20","3/1/2021","2/3/2021","cold","control","Deli",0.22,671.728,30,5031,NA,21.164,31.841,53.005,"Yes",2,2.68,0.79,58,"","","",8.52337405049132,0.985816794522765,-0.23572233352107,NA
"239","LD353_20","CL103_20","17/12/2020","2/3/2021","hot","control","Deli",0.398,460.527,1,686,1892,24.029,NA,NA,"Yes",2,2.15,0.65,75,"","","",6.53087762772588,0.765467842139571,-0.430782916092454,7.54538974961182
"240","LD358_20","CL104_20","3/1/2021","21/2/2021","cold","ablated","Deli",0.192,588.665,3,1451,4178,20.821,24.967,45.788,"Yes",2,48.8,31.72,49,"","","",7.28000825288419,3.8877303128591,3.45694739676665,8.33758794211651
"241","LD361_20","CL104_20","18/12/2020","31/1/2021","hot","ablated","Deli",0.257,949.495,17,2352,3739,21.392,35.761,57.153,"Yes",2,4.84,1.88,44,"","","",7.76302130901852,1.57691472072854,0.631271776841858,8.22657347497711
"242","LD365_20","CL105_20","15/12/2020","11/2/2021","hot","ablated","Deli",0.256,1266.5,2,1287,1361,22.08,34.559,56.639,"Yes",2,4.15,1.33,58,"","","",7.16006920759613,1.42310833424261,0.285178942233662,7.21597500265147
"243","LD374_20","CL109_20","19/12/2020","11/2/2021","hot","ablated","Deli",0.228,474.413,6,NA,NA,21.585,NA,NA,"Yes",2,4.31,1.2,54,"tail tip is invisible","","",NA,1.46093790411566,0.182321556793955,NA
"244","LD378_20","CL111_20","7/1/2021","21/2/2021","cold","ablated","Deli",0.299,551.268,3,699,3834,22.926,30.196,53.122,"Yes",2,6.28,1.75,45,"","","",6.54965074223381,1.83736998048011,0.559615787935423,8.25166392360559
"245","LD383_20","CL111_20","19/12/2020","11/2/2021","hot","ablated","Deli",0.242,260.107,44,4088,NA,23.146,35.483,58.629,"Yes",2,3.21,0.95,54,"","","",8.31581113188354,1.16627093714192,-0.0512932943875506,NA
"246","LD386_20","CL112_20","9/1/2021","2/3/2021","cold","ablated","Deli",0.334,537.732,27,4498,NA,23.609,29.225,52.834,"Yes",2,3.4,1.09,52,"","","",8.41138813251926,1.22377543162212,0.0861776962410524,NA
"247","LD387_20","CL112_20","22/12/2020","21/2/2021","hot","ablated","Deli",0.418,861.485,14,1152,2737,27.17,41.069,68.239,"Yes",2,4.01,1.28,61,"","","",7.04925484125584,1.38879124131848,0.246860077931526,7.91461770904068
"248","LD390_20","CL114_20","6/1/2021","21/2/2021","cold","ablated","Deli",0.242,846.309,4,2125,2547,21.512,32.253,53.765,"Yes",2,2.86,1.03,46,"","","",7.66152708135852,1.05082162483176,0.0295588022415444,7.84267147497946
"249","LD396_20","CL115_20","7/1/2021","2/3/2021","cold","control","Deli",0.279,1103.01,13,1926,2137,24.188,34.132,58.32,"Yes",2,3.34,1.11,54,"","","",7.56320059235807,1.20597080698861,0.104360015324243,7.66715825531915
"250","LD408_20","CL120_20","8/1/2021","2/3/2021","cold","ablated","Deli",0.349,228.458,4,1934,NA,25.893,34.618,60.511,"Yes",2,3.99,1.38,53,"","","",7.56734567601324,1.38379123090177,0.322083499169113,NA
"251","LD416_20","CL123_20","9/1/2021","21/2/2021","cold","control","Deli",0.252,1054.55,70,443,829,23.622,29.731,53.353,"Yes",2,2.35,0.68,43,"","","",6.09356977004514,0.854415328156068,-0.385662480811985,6.7202201551353
"252","LD419_20","CL124_20","27/12/2020","31/1/2021","hot","control","Deli",0.196,381.827,12,NA,NA,21.269,27.942,49.211,"Yes",2,4.11,1.34,35,"","","",NA,1.41342302850814,0.29266961396282,NA
"254","LD426_20","CL125_20","10/1/2021","21/2/2021","cold","control","Deli",0.209,514.295,18,2462,2937,21.322,30.629,51.951,"Yes",2,3.1,0.89,42,"","","",7.8087293067444,1.1314021114911,-0.116533816255952,7.98514393119862
"255","LD430_20","CL127_20","26/12/2020","31/1/2021","hot","ablated","Deli",0.226,326.009,10,838,841,NA,NA,NA,"Yes",2,5.96,1.6,36,"cannot see cloaca","V2.2 wrong","DAY 3 All NA, WRONG",6.73101810048208,1.78507048107726,0.470003629245736,6.73459165997295
"256","LD432_20","CL127_20","28/12/2020","21/2/2021","hot","control","Deli",0.33,211.338,1,NA,NA,23.24,34.173,57.413,"Yes",2,2.92,0.86,55,"","","",NA,1.07158361628019,-0.150822889734584,NA
"257","LD442_20","CL129_20","28/12/2020","11/2/2021","hot","ablated","Deli",0.238,811.828,7,NA,NA,22.747,NA,NA,"Yes",2,2.68,0.81,45,"tail tip is invisible","","",NA,0.985816794522765,-0.210721031315653,NA
"258","LD469_20","CL140_20","3/1/2021","21/2/2021","hot","control","Deli",0.208,886.048,3,NA,NA,20.377,27.697,48.074,"Yes",2,6.88,2.47,49,"","","",NA,1.92861865194525,0.904218150639886,NA
"259","LD482_20","CL142_20","31/12/2020","2/3/2021","hot","ablated","Deli",0.308,192.998,4,NA,NA,23.152,36.71,59.862,"Yes",2,4.82,1.5,61,"","","",NA,1.57277392806251,0.405465108108164,NA
"260","LD490_20","CL145_20","1/1/2021","2/3/2021","hot","ablated","Deli",0.291,646.936,50,NA,NA,24.117,36.264,60.381,"Yes",2,5.07,1.54,60,"","","",NA,1.62334081760309,0.431782416425538,NA
"261","LD493_20","CL146_20","7/1/2021","21/2/2021","hot","control","Deli",0.228,238.079,1,222,367,20.539,31.12,51.659,"Yes",2,9.28,6.16,45,"","","",5.40267738187228,2.22786154679811,1.81807677754543,5.90536184805457
"262","LD496_20","CL147_20","29/12/2020","21/2/2021","hot","control","Deli",0.335,435.208,4,5794,NA,NA,NA,NA,"Yes",2,7.31,4.41,54,"no photo","","",8.66457817832929,1.98924327376169,1.48387468945875,NA
"263","LD503_20","CL149_20","5/1/2021","2/3/2021","hot","control","Deli",0.301,1199.22,2,NA,NA,24.616,32.74,57.356,"Yes",2,4.7,1.34,56,"","","",NA,1.54756250871601,0.29266961396282,NA
"264","LD532_20","CL155_20","4/1/2021","2/3/2021","hot","control","Deli",0.28,139.535,9,2501,NA,24.072,36.011,60.083,"Yes",2,3,0.85,57,"","","",7.82444593087762,1.09861228866811,-0.162518929497775,NA
"353","LD021_20","CL007_20","1/12/2020","31/1/2021","cold","ablated","Deli",0.503,1036.1,NA,NA,NA,28.506,NA,NA,"Yes",3,2.91,1.21,61,"tail tip is invisible","","",NA,1.0681530811834,0.19062035960865,NA
"354","LD027_20","CL008_20","8/12/2020","31/1/2021","cold","control","Deli",0.324,722.443,27,932,2376,25.34,36.999,62.339,"Yes",3,2.38,0.65,54,"","","",6.83733281468559,0.867100487683383,-0.430782916092454,7.77317368048254
"355","LD035_20","CL012_20","7/12/2020","11/2/2021","cold","control","Deli",0.359,45.4606,2,802,2945,26.035,35.531,61.566,"Yes",3,3.19,1.08,66,"","","",6.68710860786651,1.16002091679675,0.0769610411361284,7.98786409608569
"356","LD046_20","CL015_20","24/11/2020","31/1/2021","hot","ablated","Deli",0.321,63.0032,234,NA,NA,25.036,40.75,65.786,"Yes",3,12.08,4.26,68,"","","",NA,2.49155119250667,1.44926916028128,NA
"357","LD047_20","CL015_20","10/12/2020","31/1/2021","cold","control","Deli",0.345,249.61,13,3017,4049,25.286,NA,NA,"Yes",3,3.25,1,52,"tail tip is invisible","","",8.01201823915906,1.17865499634165,0,8.30622521603216
"358","LD049_20","CL016_20","14/12/2020","31/1/2021","cold","control","Deli",0.288,861.285,9,NA,NA,23.907,36.375,60.282,"Yes",3,2.52,0.69,48,"","","",NA,0.924258901523332,-0.371063681390832,NA
"359","LD050_20","CL016_20","16/12/2020","11/2/2021","cold","ablated","Deli",0.316,951.825,320,332,880,24.177,36.386,60.563,"Yes",3,5.73,1.69,57,"","","",5.80513496891649,1.74571553072665,0.524728528934982,6.77992190747225
"360","LD058_20","CL019_20","24/11/2020","31/1/2021","hot","ablated","Deli",0.398,467.619,13,1147,1260,25.3,45.39,70.69,"Yes",3,2.85,0.8,68,"","","",7.04490511712937,1.04731899428056,-0.22314355131421,7.13886699994552
"361","LD061_20","CL020_20","25/11/2020","11/2/2021","hot","ablated","Deli",0.486,877.755,8,3860,NA,30.147,44.976,75.123,"Yes",3,2.64,0.82,78,"wrong V1.1","","",8.25842246245888,0.970778917158225,-0.198450938723838,NA
"362","LD064_20","CL020_20","27/11/2020","21/2/2021","hot","control","Deli",0.472,622.611,16,1850,2076,25.883,NA,NA,"Yes",3,1.94,0.58,86,"has two photos","","",7.52294091807237,0.662687973075237,-0.544727175441672,7.63819824428578
"363","LD065_20","CL020_20","14/12/2020","21/2/2021","cold","control","Deli",0.55,128.411,24,1987,2589,NA,NA,NA,"Yes",3,4.49,1.49,69,"no photo, probably with wrong ID (LD064)","","",7.59438124255182,1.50185270175416,0.398776119957368,7.85902697975154
"364","LD074_20","CL023_20","19/12/2020","11/2/2021","cold","ablated","Deli",0.252,501.983,5,NA,NA,21.696,31.849,53.545,"Yes",3,2.83,0.92,54,"","","",NA,1.04027671165515,-0.083381608939051,NA
"365","LD076_20","CL023_20","18/12/2020","11/2/2021","cold","control","Deli",0.311,927.053,4,4253,NA,26.254,39.122,65.376,"Yes",3,5.75,1.72,55,"","","",8.35537989525363,1.74919985480926,0.542324290825362,NA
"366","LD090_20","CL027_20","16/12/2020","11/2/2021","cold","ablated","Deli",0.288,NA,12,314,465,23.669,35.379,59.048,"Yes",3,1.72,0.56,57,"","","",5.74939298590825,0.542324290825362,-0.579818495252942,6.14203740558736
"367","LD157_20","CL046_20","7/12/2020","11/2/2021","hot","control","Deli",0.314,1078.16,2,850,2299,24.832,33.64,58.472,"Yes",3,3.12,0.92,66,"","","",6.74523634948436,1.13783300182139,-0.083381608939051,7.74022952476318
"368","LD162_20","CL048_20","22/12/2020","31/1/2021","cold","ablated","Deli",0.273,461.072,8,1512,2752,22.761,29.021,51.782,"Yes",3,3.24,1.25,40,"","","",7.32118855673948,1.17557332980424,0.22314355131421,7.92008319905323
"369","LD163_20","CL048_20","3/12/2020","2/3/2021","hot","ablated","Deli",0.403,462.851,3,2558,NA,26.14,43.022,69.162,"Yes",3,6.25,1.74,89,"","","",7.84698098213879,1.83258146374831,0.553885113226438,NA
"370","LD169_20","CL049_20","23/12/2020","11/2/2021","cold","control","Deli",0.328,1029.81,2,3707,5482,24.75,34.177,58.927,"Yes",3,2.66,0.75,50,"","","",8.21797820315073,0.978326122793608,-0.287682072451781,8.60922527686273
"371","LD172_20","CL050_20","3/12/2020","11/2/2021","hot","control","Deli",0.395,721.643,5,NA,NA,25.198,39.849,65.047,"Yes",3,3.57,1.22,70,"","","",NA,1.27256559579155,0.198850858745165,NA
"373","LD178_20","CL052_20","23/12/2020","11/2/2021","cold","ablated","Deli",0.252,914.252,9,284,NA,21.618,34.018,55.636,"Yes",3,11.52,6.6,50,"","","",5.64897423816121,2.44408465526775,1.88706964903238,NA
"374","LD181_20","CL052_20","23/12/2020","11/2/2021","cold","control","Deli",0.258,173.007,11,2146,2294,23.755,36.369,60.124,"Yes",3,2.49,0.75,50,"","","",7.67136092319064,0.912282710476616,-0.287682072451781,7.73805229768932
"375","LD182_20","CL053_20","27/12/2020","2/3/2021","cold","ablated","Deli",0.373,1087.85,5,3821,4276,25.429,40.404,65.833,"Yes",3,19.19,11.09,65,"","","",8.2482674474469,2.95438931001961,2.40604380136228,8.36077327214494
"376","LD183_20","CL053_20","7/12/2020","21/2/2021","hot","ablated","Deli",0.476,240.34,2,4628,NA,27.473,NA,NA,"Yes",3,8.17,5.73,76,"","V2.3 wrong","",8.43988008831357,2.10046890887191,1.74571553072665,NA
"377","LD185_20","CL053_20","28/12/2020","2/3/2021","cold","control","Deli",0.296,911.627,1,2511,NA,23.516,31.79,55.306,"Yes",3,4.03,1.21,64,"","","",7.82843635915759,1.39376637595859,0.19062035960865,NA
"378","LD186_20","CL054_20","23/12/2020","31/1/2021","cold","ablated","Deli",0.29,104.514,11,1644,3305,23.113,32.654,55.767,"Yes",3,4.63,1.74,39,"","","",7.40488757561612,1.53255686809814,0.553885113226438,8.10319175228579
"379","LD191_20","CL055_20","4/12/2020","31/1/2021","hot","ablated","Deli",0.363,1416.11,4,3134,3637,26.108,39.914,66.022,"Yes",3,6.96,2.06,58,"","","",8.05006542291597,1.94017947434633,0.72270598280149,8.19891444498699
"380","LD192_20","CL055_20","24/12/2020","31/1/2021","hot","control","Deli",0.278,497.617,6,63,3101,22.841,NA,NA,"Yes",3,7.22,2.2,38,"","","",4.14313472639153,1.97685495290473,0.78845736036427,8.03947991910045
"381","LD200_20","CL057_20","6/12/2020","11/2/2021","hot","control","Deli",0.331,832.52,1,NA,NA,25.999,NA,NA,"Yes",3,4.09,1.44,67,"tail tip is invisible","","",NA,1.40854497005471,0.364643113587909,NA
"382","LD201_20","CL057_20","26/12/2020","11/2/2021","cold","control","Deli",0.268,912.871,2,1423,2029,23.051,38.254,61.305,"Yes",3,4.65,2.97,47,"","","",7.26052259808985,1.53686721959926,1.08856195281461,7.61529833982581
"383","LD202_20","CL058_20","24/12/2020","21/2/2021","cold","ablated","Deli",0.262,1030.58,55,1804,2008,22.082,NA,NA,"Yes",3,5.02,2.74,59,"","","",7.49776170062257,1.61342993370364,1.00795792039998,7.60489448081162
"384","LD204_20","CL058_20","6/12/2020","31/1/2021","hot","control","Deli",0.316,513.59,2,2006,3776,25.541,29.456,54.997,"Yes",3,5.99,1.61,56,"","","",7.60389796852188,1.79009141212736,0.476234178996372,8.23642052726539
"385","LD209_20","CL059_20","24/12/2020","31/1/2021","cold","control","Deli",0.255,930.684,61,896,946,22.109,36.438,58.547,"Yes",3,3.16,1.38,38,"","Second run; turn back several times","",6.79794041297493,1.15057202759882,0.322083499169113,6.85224256905188
"386","LD227_20","CL066_20","5/12/2020","11/2/2021","hot","ablated","Deli",0.322,793.288,5,4382,NA,27.068,NA,NA,"Yes",3,15.03,5.55,68,"tail tip is invisible","","",8.38526052015541,2.71004820376488,1.71379792775834,NA
"387","LD228_20","CL066_20","6/12/2020","11/2/2021","hot","control","Deli",0.334,721.355,33,NA,NA,25.13,36.875,62.005,"Yes",3,3,0.99,67,"","","",NA,1.09861228866811,-0.0100503358535015,NA
"388","LD237_20","CL069_20","7/12/2020","1/2/2021","hot","control","Deli",0.374,844.186,3,NA,NA,25.094,38.84,63.934,"Yes",3,3.97,1.28,56,"weight and photo on Mon","","",NA,1.3787660946991,0.246860077931526,NA
"389","LD238_20","CL069_20","23/12/2020","11/2/2021","cold","control","Deli",0.24,886.48,21,1475,2156,22.569,31.419,53.988,"Yes",3,2.5,0.73,50,"","","",7.29641326877392,0.916290731874155,-0.3147107448397,7.67600993202889
"390","LD241_20","CL070_20","25/12/2020","31/1/2021","cold","ablated","Deli",0.251,381.497,6,NA,NA,21.882,33.909,55.791,"Yes",3,4.84,1.35,37,"","","",NA,1.57691472072854,0.300104592450338,NA
"391","LD242_20","CL070_20","8/12/2020","21/2/2021","hot","ablated","Deli",0.471,730.126,8,2605,4177,26.523,42.097,68.62,"Yes",3,3.82,1.01,75,"","","",7.86518795418747,1.34025042261848,0.00995033085316809,8.33734856449717
"392","LD243_20","CL070_20","25/12/2020","31/1/2021","cold","ablated","Deli",0.211,764.838,29,121,667,22.596,31.302,53.898,"Yes",3,8.29,2.74,37,"","","",4.79579054559674,2.1150499691472,1.00795792039998,6.50279004591562
"393","LD257_20","Cl076_20","28/12/2020","11/2/2021","cold","ablated","Deli",0.259,777.678,5,1238,3108,21.873,33.795,55.668,"Yes",3,3.68,1.36,45,"","","",7.12125245324454,1.30291275218084,0.307484699747961,8.04173471148754
"394","LD258_20","Cl076_20","8/12/2020","31/1/2021","hot","ablated","Deli",0.257,809.597,6,2872,4074,23.566,36.614,60.18,"Yes",3,3.83,1.2,54,"","","",7.96276393016811,1.34286480319255,0.182321556793955,8.31238059678675
"395","LD263_20","CL078_20","12/12/2020","31/1/2021","hot","control","Deli",0.394,990.328,NA,NA,NA,27.002,42.175,69.177,"Yes",3,4.49,1.37,50,"","","",NA,1.50185270175416,0.314810739840034,NA
"396","LD264_20","CL078_20","11/12/2020","21/2/2021","hot","ablated","Deli",0.383,786.662,2,2040,4263,25.559,40.586,66.145,"Yes",3,2.46,0.89,72,"","","",7.62070508683826,0.900161349944271,-0.116533816255952,8.35772841676521
"397","LD269_20","CL079_20","28/12/2020","21/2/2021","cold","control","Deli",0.383,909.59,7,829,2977,24.703,32.739,57.442,"Yes",3,7,2.41,55,"","","",6.7202201551353,1.94591014905531,0.879626747502564,7.99867136101578
"398","LD280_20","CL084_20","11/12/2020","11/2/2021","hot","control","Deli",0.277,628.87,10,1243,1868,23.846,36.798,60.644,"Yes",3,3.87,1.4,62,"","","",7.12528309151071,1.35325450704169,0.336472236621213,7.53262361878879
"399","LD281_20","CL084_20","11/12/2020","21/2/2021","hot","ablated","Deli",0.429,206.895,41,39,4419,26.948,37.733,64.681,"Yes",3,3.78,1.45,72,"","","",3.66356164612965,1.3297240096315,0.371563556432483,8.39366870513074
"400","LD282_20","CL084_20","29/12/2020","11/2/2021","cold","ablated","Deli",0.229,505.737,15,NA,NA,23.016,31.173,54.189,"Yes",3,5.78,1.82,44,"","","",NA,1.75440368268429,0.598836501088704,NA
"401","LD283_20","CL084_20","29/12/2020","21/2/2021","cold","control","Deli",0.295,664.541,1,1534,3429,22.994,34.573,57.567,"Yes",3,3.74,1.12,54,"","","",7.3356339819272,1.31908561142644,0.113328685307003,8.14002395246292
"402","LD287_20","CL086_20","24/12/2020","31/1/2021","cold","control","Deli",0.21,451.075,27,1498,2332,20.72,31.569,52.289,"Yes",3,2.79,0.91,38,"","","",7.31188616407716,1.02604159583327,-0.0943106794712413,7.75448154747038
"403","LD290_20","CL086_20","8/12/2020","31/1/2021","hot","control","Deli",0.362,707.942,4,1365,2870,26.745,35.738,62.483,"Yes",3,3.81,1.36,54,"","","",7.21890970761906,1.33762918913861,0.307484699747961,7.96206730875367
"405","LD292_20","CL087_20","30/12/2020","21/2/2021","cold","ablated","Deli",0.327,1425.68,1,1544,2622,23.439,41.258,64.697,"Yes",3,3.22,1.01,53,"","","",7.34213173058472,1.16938135955632,0.00995033085316809,7.87169266432365
"406","LD294_20","CL087_20","12/12/2020","11/2/2021","hot","control","Deli",0.416,903.692,8,698,945,26.394,40.788,67.182,"Yes",3,3.59,0.98,61,"","","",6.54821910276237,1.27815220250019,-0.0202027073175195,6.85118492749374
"407","LD311_20","CL093_20","31/12/2020","21/2/2021","cold","ablated","Deli",0.276,519.224,2,NA,NA,22.91,32.631,55.541,"Yes",3,9.78,7.79,52,"","","",NA,2.28033948404673,2.05284085988266,NA
"408","LD312_20","CL093_20","13/12/2020","2/3/2021","hot","ablated","Deli",0.325,400.088,1,2023,NA,24.108,40.238,64.346,"Yes",3,5.13,2.63,79,"","","",7.61233683716775,1.63510565918268,0.966983846189673,NA
"409","LD332_20","CL097_20","15/12/2020","21/2/2021","hot","control","Deli",0.351,955.304,77,573,3959,25.365,NA,NA,"Yes",3,4.33,1.44,68,"","","",6.35088571671474,1.4655675420144,0.364643113587909,8.28374674710613
"410","LD333_20","CL097_20","2/1/2021","2/3/2021","cold","ablated","Deli",0.263,1341.85,4,505,1192,22.451,32.773,55.224,"Yes",3,20.13,16.29,59,"","","",6.22455842927536,3.0022112396517,2.79055142261395,7.0833878476253
