"","id","clutch","day_hatch","day_photo","temp","egg_treat","sp","Weigth","Distance.moved","Movement","Movement.1","Movement.2","Movement.3","Movement.4","Movement.5","Time_hide_sec","Time_snout_sec","Time_emerge_sec","Notes.y","bd_liz_id.y","SVL","Tail","Total","Tail_intact","Notes","Notes.1","Notes.2.y","day","speed_1m_s","burst_25cm","day_hatch.1","day_photo.1","age","time_tohide","time_hiding","time_active","maternal"
"175","LG548_20","CL161_20","10/1/2021","21/2/2021","hot","ablated","Guich",0.245,721.101,131.4,14.04,1068.64,0.039999,NA,NA,2,187,1227,"","LG548_20",22.241,33.678,55.919,"Yes","","","",1,6,3.26,"10/1/2021","21/2/2021",42,2,187,1227,"ablated"
"176","LG549_20","CL161_20","10/1/2021","2/3/2021","hot","control","Guich",0.36,1326.94,239.479,121,960.558,0.039999,NA,NA,19,3540,3798,"","LG549_20",25.804,NA,NA,"Yes","","","",1,4.76,1.57,"10/1/2021","2/3/2021",51,19,3540,3798,"control"
"265","LG029_20","CL009_20","8/12/2020","31/1/2021","cold","control","Guich",0.387,661.263,1.19773,126.96,30.8799,10.0288,1073.08,0.039999,12,376,1982,"","LG029_20",27.189,NA,NA,"Yes","tail tip is invisible","","",2,2.57,0.95,"8/12/2020","31/1/2021",54,12,376,1982,"control"
"266","LG032_20","CL011_20","11/12/2020","31/1/2021","cold","control","Guich",0.397,848.427,135.48,0.039999,1064.56,0.239999,NA,NA,2,31,2374,"","LG032_20",27.205,NA,NA,"Yes","","","",2,4.51,1.35,"11/12/2020","31/1/2021",51,2,31,2374,"control"
"267","LG039_20","CL013_20","9/12/2020","31/1/2021","cold","control","Guich",0.376,1401.58,219.599,145.84,979.478,0.039999,NA,NA,229,741,1565,"","LG039_20",28.52,NA,NA,"Yes","tail tip is invisible","","",2,7.55,2.13,"9/12/2020","31/1/2021",53,229,741,1565,"control"
"268","LG053_20","CL017_20","13/12/2020","31/1/2021","cold","ablated","Guich",0.379,573.576,0.886266,118.76,188.2,8.00946,1081.28,0.039999,4,790,3920,"","LG053_20",NA,NA,NA,"Yes","too blurred to set scale","","",2,2.72,0.95,"13/12/2020","31/1/2021",49,4,790,3920,"ablated"
"270","LG056_20","CL018_20","16/12/2020","31/1/2021","cold","ablated","Guich",0.401,684.143,121.44,146.84,1078.6,0.039999,NA,NA,5,3789,NA,"","LG056_20",24.392,37.651,62.043,"Yes","","","",2,6.11,1.89,"16/12/2020","31/1/2021",46,5,3789,NA,"ablated"
"271","LG067_20","CL021_20","27/11/2020","31/1/2021","hot","ablated","Guich",0.564,300.48,46.7199,313.719,1153.32,0.039999,NA,NA,4,2271,4211,"","LG067_20",27.499,42.231,69.73,"Yes","","","",2,5.16,1.62,"27/11/2020","31/1/2021",65,4,2271,4211,"ablated"
"272","LG068_20","CL021_20","27/11/2020","31/1/2021","hot","control","Guich",0.479,434.551,69.1598,218.799,1130.88,0.039999,NA,NA,1,1138,1693,"","LG068_20",29.281,39.712,68.993,"Yes","","","",2,2.65,0.87,"27/11/2020","31/1/2021",65,1,1138,1693,"control"
"273","LG069_20","CL022_20","17/12/2020","31/1/2021","cold","control","Guich",0.327,171.327,36.4799,16.2,1163.56,0.039999,NA,NA,29,189,284,"","LG069_20",24.957,38.847,63.804,"Yes","","","",2,2.91,0.95,"17/12/2020","31/1/2021",45,29,189,284,"control"
"274","LG084_20","CL025_20","25/12/2020","2/3/2021","cold","control","Guich",0.469,1512.84,1.31956,240.159,8.07998,5.24523,959.878,0.039999,3,4476,NA,"","LG084_20",NA,NA,NA,"Yes","no photo, probably with wrong ID","","",2,3.1,0.95,"25/12/2020","2/3/2021",67,3,4476,NA,"control"
"275","LG087_20","CL026_20","1/12/2020","11/2/2021","hot","ablated","Guich",0.532,382.67,54.9599,3.67999,1145.08,0.039999,NA,NA,4,333,2413,"","LG087_20",31.193,46.487,77.68,"Yes","","","",2,3.85,1.76,"1/12/2020","11/2/2021",72,4,333,2413,"ablated"
"276","LG088_20","CL026_20","21/12/2020","21/2/2021","cold","ablated","Guich",0.374,541.1,100.64,0.039999,1099.4,0.559998,NA,NA,7,8,719,"","LG088_20",NA,NA,NA,"Yes","cannot see cloaca","V2.4 wrong","",2,3.81,1.21,"21/12/2020","21/2/2021",62,7,8,719,"ablated"
"277","LG089_20","CL026_20","21/12/2020","31/1/2021","cold","control","Guich",0.416,1618.09,298.239,0.599998,901.798,0.039999,NA,NA,76,429,1363,"","LG089_20",27.481,41.226,68.707,"Yes","","","second run",2,6.91,2.92,"21/12/2020","31/1/2021",41,76,429,1363,"control"
"278","LG097_20","CL029_20","2/12/2020","31/1/2021","hot","ablated","Guich",0.457,769.358,143.6,63.6398,1056.44,0.039999,NA,NA,7,1375,3253,"","LG097_20",26.372,43.668,70.04,"Yes","","","",2,4.6,1.3,"2/12/2020","31/1/2021",60,7,1375,3253,"ablated"
"279","LG100_20","CL029_20","21/12/2020","11/2/2021","cold","ablated","Guich",0.388,1018.67,179.8,27.3599,1020.24,0.039999,NA,NA,26,197,522,"","LG100_20",27.365,39.322,66.687,"Yes","wrong V1.1","","",2,2.64,0.85,"21/12/2020","11/2/2021",52,26,197,522,"ablated"
"280","LG101_20","CL029_20","1/12/2020","31/1/2021","hot","control","Guich",0.461,420.734,0.73547,77.9598,9.51998,10.4867,1122.08,0.039999,161,1844,NA,"","LG101_20",29.664,42.346,72.01,"Yes","","","",2,2.04,0.7,"1/12/2020","31/1/2021",61,161,1844,NA,"control"
"281","LG102_20","CL029_20","22/12/2020","31/1/2021","cold","control","Guich",0.359,795.676,0.986255,160.76,0.239999,6.37471,1039.08,1.08,1,840,3779,"","LG102_20",23.94,35.209,59.149,"Yes","","","",2,9.44,2.78,"22/12/2020","31/1/2021",40,1,840,3779,"control"
"282","LG104_20","CL030_20","23/12/2020","21/2/2021","cold","ablated","Guich",0.545,48.0145,2.91999,1048.84,1197.12,0.039999,NA,NA,5,1000,1019,"","LG104_20",26.245,41.193,67.438,"Yes","","","",2,4.7,1.71,"23/12/2020","21/2/2021",60,5,1000,1019,"ablated"
"283","LG109_20","CL030_20","23/12/2020","11/2/2021","cold","ablated","Guich",0.333,1158.01,1.0495,234.039,0.039999,4.29147,956.998,0.239999,2,49,1003,"","LG109_20",23.241,35.779,59.02,"Yes","","","",2,2.47,0.85,"23/12/2020","11/2/2021",50,2,49,1003,"ablated"
"284","LG111_20","CL031_20","21/12/2020","11/2/2021","cold","ablated","Guich",0.342,1764.27,1.48449,277.599,239.159,4.90658,922.438,0.039999,9,28,1526,"","LG111_20",25.947,37.045,62.992,"Yes","","","",2,4.18,1.7,"21/12/2020","11/2/2021",52,9,28,1526,"ablated"
"285","LG112_20","CL031_20","23/12/2020","11/2/2021","cold","ablated","Guich",0.355,139.023,20.84,31.9599,1179.2,0.039999,NA,NA,15,497,740,"","LG112_20",25.916,39.144,65.06,"Yes","","","",2,4.01,1.5,"23/12/2020","11/2/2021",50,15,497,740,"ablated"
"286","LG113_20","CL031_20","20/12/2020","11/2/2021","cold","control","Guich",0.313,2082.29,318.199,46.9199,881.838,0.039999,NA,NA,24,127,449,"","LG113_20",25.495,37.362,62.857,"Yes","","","",2,3.01,1.1,"20/12/2020","11/2/2021",53,24,127,449,"control"
"287","LG118_20","CL032_20","22/12/2020","11/2/2021","cold","control","Guich",0.306,481.029,0.837191,95.4398,142.64,9.60519,1104.6,0.039999,5,303,382,"","LG118_20",23.163,32.574,55.737,"Yes","","","",2,5.21,2.18,"22/12/2020","11/2/2021",51,5,303,382,"control"
"288","LG121_20","CL033_20","3/12/2020","31/1/2021","cold","ablated","Guich",0.422,645.345,124.52,87.9598,1075.52,0.039999,NA,NA,39,1174,2835,"","LG121_20",24.419,34.841,59.26,"Yes","","","",2,4.01,1.6,"3/12/2020","31/1/2021",59,39,1174,2835,"ablated"
"289","LG122_20","CL034_20","4/12/2020","31/1/2021","hot","ablated","Guich",0.346,1433.08,233.679,0.039999,958.198,0.599998,NA,NA,66,256,1797,"","LG122_20",25.821,36.934,62.755,"Yes","","","",2,2.93,0.81,"4/12/2020","31/1/2021",58,66,256,1797,"ablated"
"290","LG135_20","CL038_20","6/12/2020","11/2/2021","hot","control","Guich",0.529,593.275,103.24,37.1999,1096.8,0.039999,NA,NA,26,NA,NA,"","LG135_20",28.481,NA,NA,"Yes","tail tip is invisible","","",2,4.16,1.58,"6/12/2020","11/2/2021",67,26,NA,NA,"control"
"291","LG141_20","CL040_20","24/12/2020","31/1/2021","cold","ablated","Guich",0.468,1271.52,0.559908,246.359,66.7998,2.16745,953.678,0.039999,8,264,NA,"","LG141_20",26.249,41.329,67.578,"Yes","","","",2,5.52,1.77,"24/12/2020","31/1/2021",38,8,264,NA,"ablated"
"292","LG142_20","CL041_20","26/12/2020","21/2/2021","cold","ablated","Guich",0.346,284.865,0.843172,53.1199,515.639,17.9206,1146.92,0.039999,24,1122,3378,"","LG142_20",25.001,NA,NA,"Yes","","","",2,3.96,1.2,"26/12/2020","21/2/2021",57,24,1122,3378,"ablated"
"293","LG144_20","CL042_20","3/12/2020","31/1/2021","hot","ablated","Guich",0.453,1664.26,272.079,1.32,927.478,0.039999,NA,NA,189,695,1087,"","LG144_20",27.927,40.804,68.731,"Yes","","","",2,3.21,1.04,"3/12/2020","31/1/2021",59,189,695,1087,"ablated"
"294","LG145_20","CL043_20","6/12/2020","11/2/2021","hot","control","Guich",0.393,1076.58,214.599,25.0799,985.438,0.039999,NA,NA,3,5812,NA,"","LG145_20",27.189,37.898,65.087,"Yes","","","",2,5.05,1.46,"6/12/2020","11/2/2021",67,3,5812,NA,"control"
"295","LG147_20","CL044_20","29/12/2020","21/2/2021","cold","ablated","Guich",0.416,742.369,0.988106,109.68,184.92,9.73533,1090.36,0.039999,2,446,2268,"","LG147_20",NA,NA,NA,"Yes","no photo","","",2,3.43,1.44,"29/12/2020","21/2/2021",54,2,446,2268,"ablated"
"296","LG148_20","CL044_20","6/12/2020","11/2/2021","hot","ablated","Guich",0.439,782.722,113.84,15.36,1085.8,0.039999,NA,NA,10,474,746,"","LG148_20",28.577,39.293,67.87,"Yes","","","",2,4.57,1.26,"6/12/2020","11/2/2021",67,10,474,746,"ablated"
"297","LG149_20","CL044_20","7/12/2020","31/1/2021","hot","control","Guich",0.441,493.048,74.8798,27.4399,1125.16,0.039999,NA,NA,1,1526,1783,"","LG149_20",29.464,36.962,66.426,"Yes","V1.2 wrong","","",2,3.56,1.29,"7/12/2020","31/1/2021",55,1,1526,1783,"control"
"298","LG150_20","CL044_20","29/12/2020","11/2/2021","cold","control","Guich",0.326,823.147,159.8,64.3198,1040.24,0.039999,NA,NA,2,3436,NA,"","LG150_20",24.868,33.603,58.471,"Yes","","","",2,13.3,3.83,"29/12/2020","11/2/2021",44,2,3436,NA,"control"
"299","LG159_20","CL047_20","7/12/2020","2/3/2021","hot","control","Guich",0.59,938.842,135.6,137.2,1064.44,0.039999,NA,NA,74,692,1121,"","LG159_20",28.258,49.537,77.795,"Yes","","","",2,4.13,1.43,"7/12/2020","2/3/2021",85,74,692,1121,"control"
"300","LG160_20","CL047_20","24/12/2020","31/1/2021","cold","ablated","Guich",0.476,675.094,125.44,6.67998,1074.6,0.039999,NA,NA,8,132,474,"","LG160_20",28.591,39.573,68.164,"Yes","","","",2,5.37,1.63,"24/12/2020","31/1/2021",38,8,132,474,"ablated"
"302","LG176_20","CL051_20","6/12/2020","21/2/2021","hot","control","Guich",0.626,222.555,0.618332,29.6799,562.679,23.8848,1170.36,0.039999,6,1180,NA,"","LG176_20",30.107,50.163,80.27,"Yes","","","",2,4.61,1.55,"6/12/2020","21/2/2021",77,6,1180,NA,"control"
"303","LG195_20","CL056_20","8/12/2020","21/2/2021","hot","control","Guich",0.469,592.744,1.1447,77.8398,88.1598,15.872,1111.04,0.039999,2,88,1739,"","LG195_20",29.483,41.951,71.434,"Yes","","","",2,3.58,1.46,"8/12/2020","21/2/2021",75,2,88,1739,"control"
"304","LG197_20","CL056_20","29/12/2020","11/2/2021","cold","ablated","Guich",0.254,654.911,1.26565,116.44,20.2799,11.6516,1083.6,0.039999,3,2572,NA,"","LG197_20",24.01,32.081,56.091,"Yes","","","",2,3.43,1.01,"29/12/2020","11/2/2021",44,3,2572,NA,"ablated"
"305","LG212_20","CL061_20","9/12/2020","31/1/2021","hot","control","Guich",0.416,1099.01,0.737924,199.24,15.88,3.70666,1000.8,0.039999,4,NA,NA,"","LG212_20",26.336,NA,NA,"Yes","tail tip is invisible","","",2,3.04,1.25,"9/12/2020","31/1/2021",53,4,NA,NA,"control"
"306","LG213_20","CL061_20","30/12/2020","11/2/2021","cold","ablated","Guich",0.278,552.99,104.16,219.559,1095.88,0.039999,NA,NA,14,88,425,"","LG213_20",22.356,31.747,54.103,"Yes","","","",2,3.72,1.16,"30/12/2020","11/2/2021",43,14,88,425,"ablated"
"307","LG214_20","CL062_20","9/12/2020","2/3/2021","hot","control","Guich",0.505,911.787,164.2,104.16,1035.84,0.039999,NA,NA,170,1027,1063,"","LG214_20",28.484,43.116,71.6,"Yes","","","",2,2.79,0.86,"9/12/2020","2/3/2021",83,170,1027,1063,"control"
"308","LG217_20","CL063_20","8/12/2020","11/2/2021","hot","control","Guich",0.451,836.394,0.918319,131.32,2.47999,7.42165,1068.72,0.039999,50,85,656,"","LG217_20",26.533,41.963,68.496,"Yes","","","",2,3.39,1.02,"8/12/2020","11/2/2021",65,50,85,656,"control"
"309","LG219_20","CL064_20","10/12/2020","2/3/2021","hot","control","Guich",0.61,829.725,110.48,186.08,1089.56,0.039999,NA,NA,12,23,50,"","LG219_20",27.977,49.313,77.29,"Yes","","","",2,4.74,1.75,"10/12/2020","2/3/2021",82,12,23,50,"control"
"310","LG220_20","CL064_20","9/12/2020","21/2/2021","hot","ablated","Guich",0.56,932.61,142.56,0.559998,1056.04,0.039999,NA,NA,23,591,782,"","LG220_20",30.116,49.127,79.243,"Yes","","","",2,3.07,1.14,"9/12/2020","21/2/2021",74,23,591,782,"ablated"
"311","LG222_20","CL065_20","27/12/2020","2/3/2021","cold","ablated","Guich",0.431,676.192,0.892748,142.84,281.919,6.60748,1057.2,0.039999,5,2522,3213,"","LG222_20",27.374,38.701,66.075,"Yes","has two photos","","",2,3.8,1.61,"27/12/2020","2/3/2021",65,5,2522,3213,"ablated"
"312","LG224_20","CL065_20","8/12/2020","21/2/2021","hot","control","Guich",0.445,1401.19,173.68,12.68,1026.36,0.039999,NA,NA,NA,NA,NA,NA,"LG224_20",26.458,40.514,66.972,"Yes","","","",2,5.72,2.17,"8/12/2020","21/2/2021",75,NA,NA,NA,"control"
"313","LG225_20","CL065_20","29/12/2020","11/2/2021","cold","control","Guich",0.267,589.623,97.5198,441.359,1101.08,0.039999,NA,NA,87,269,NA,"","LG225_20",23.143,34.289,57.432,"Yes","","","",2,3.38,1,"29/12/2020","11/2/2021",44,87,269,NA,"control"
"314","LG230_20","CL067_20","30/12/2020","21/2/2021","cold","control","Guich",0.321,903.274,1.05915,174.76,128.48,6.2138,1025.28,0.039999,32,508,1718,"","LG230_20",25.059,34.191,59.25,"Yes","","","",2,2.42,0.76,"30/12/2020","21/2/2021",53,32,508,1718,"control"
"315","LG231_20","CL067_20","29/12/2020","21/2/2021","cold","ablated","Guich",0.302,1038.99,1.12804,218.839,0.039999,5.08393,981.198,1.83999,11,428,431,"","LG231_20",22.947,32.477,55.424,"Yes","","","",2,3.58,1.29,"29/12/2020","21/2/2021",54,11,428,431,"ablated"
"316","LG233_20","CL068_20","30/12/2020","11/2/2021","cold","control","Guich",0.369,313.714,54.5599,35.5999,1145.48,0.039999,NA,NA,22,1206,1932,"","LG233_20",24.89,38.769,63.659,"Yes","","","",2,2.9,0.93,"30/12/2020","11/2/2021",43,22,1206,1932,"control"
"317","LG234_20","CL068_20","30/12/2020","2/3/2021","cold","ablated","Guich",0.351,1579.86,1.43719,225.639,111.56,6.20635,974.398,0.039999,NA,NA,NA,NA,"LG234_20",23.754,35.988,59.742,"Yes","","","",2,12.05,8.57,"30/12/2020","2/3/2021",62,NA,NA,NA,"ablated"
"318","LG247_20","CL072_20","31/12/2020","11/2/2021","cold","control","Guich",0.294,562.763,0.866664,98.7997,30.2399,9.57598,1101.24,0.039999,12,2173,NA,"","LG247_20",25.007,NA,NA,"Yes","tail tip is invisible","","",2,5.28,1.88,"31/12/2020","11/2/2021",42,12,2173,NA,"control"
"319","LG252_20","CL074_20","1/1/2021","2/3/2021","cold","control","Guich",0.381,462.524,0.931492,81.0398,98.4798,12.7159,1119,0.039999,26,NA,NA,"","LG252_20",25.449,38.531,63.98,"Yes","","","",2,18.42,6.07,"1/1/2021","2/3/2021",60,26,NA,NA,"control"
"320","LG272_20","CL081_20","13/12/2020","21/2/2021","hot","control","Guich",0.53,468.549,72.1198,244.159,1127.92,0.039999,NA,NA,3,391,NA,"","LG272_20",28.565,43.142,71.707,"Yes","","","",2,3.19,1.15,"13/12/2020","21/2/2021",70,3,391,NA,"control"
"321","LG274_20","CL081_20","12/12/2020","2/3/2021","hot","ablated","Guich",0.585,748.798,114.64,79.7198,1085.4,0.039999,NA,NA,4,780,NA,"","LG274_20",29.628,44.241,73.869,"Yes","","","",2,3.2,0.97,"12/12/2020","2/3/2021",80,4,780,NA,"ablated"
"322","LG276_20","CL082_20","11/12/2020","2/3/2021","hot","ablated","Guich",0.49,817.229,1.01661,132.16,331.999,8.15174,1067.88,0.039999,11,149,NA,"","LG276_20",29.512,NA,NA,"Yes","","","",2,2.41,0.79,"11/12/2020","2/3/2021",81,11,149,NA,"ablated"
"323","LG296_20","CL088_20","15/12/2020","11/2/2021","hot","ablated","Guich",0.345,976.789,1.32872,146.16,70.4798,9.49439,1053.88,0.039999,12,359,709,"","LG296_20",25.041,NA,NA,"Yes","tail tip is invisible","","",2,7.71,2.29,"15/12/2020","11/2/2021",58,12,359,709,"ablated"
"324","LG297_20","CL089_20","13/12/2020","21/2/2021","hot","control","Guich",0.438,1660.73,237.239,26.5599,962.798,0.039999,NA,NA,15,351,580,"","LG297_20",26.814,42.742,69.556,"Yes","","","",2,1.94,0.64,"13/12/2020","21/2/2021",70,15,351,580,"control"
"325","LG300_20","CL090_20","16/12/2020","31/1/2021","hot","control","Guich",0.423,626.167,104.36,119.08,1095.68,0.039999,NA,NA,4,806,1754,"","LG300_20",25.145,42.529,67.674,"Yes","","","",2,2.79,0.82,"16/12/2020","31/1/2021",46,4,806,1754,"control"
"326","LG304_20","CL091_20","12/12/2020","11/2/2021","hot","ablated","Guich",0.418,1831.65,1.67236,332.799,0.039999,4.35798,867.238,0.439998,21,299,352,"","LG304_20",25.249,NA,NA,"Yes","tail tip is invisible","","",2,3.02,0.82,"12/12/2020","11/2/2021",61,21,299,352,"ablated"
"327","LG305_20","CL092_20","3/1/2021","21/2/2021","cold","control","Guich",0.23,491.232,97.9198,270.399,1102.12,0.039999,NA,NA,2,97,380,"","LG305_20",22.188,30.59,52.778,"Yes","","","",2,4.74,1.48,"3/1/2021","21/2/2021",49,2,97,380,"control"
"328","LG306_20","CL092_20","14/12/2020","11/2/2021","hot","control","Guich",0.49,502.659,89.4798,46.6799,1110.36,0.039999,NA,NA,18,1288,NA,"","LG306_20",26.816,NA,NA,"Yes","tail tip is invisible","","",2,6.96,2.29,"14/12/2020","11/2/2021",59,18,1288,NA,"control"
"329","LG307_20","CL092_20","3/1/2021","21/2/2021","cold","ablated","Guich",0.257,1097.3,185.88,0.159999,1012.6,0.279999,NA,NA,32,820,1317,"","LG307_20",23.207,31.873,55.08,"Yes","","","",2,4.82,1.63,"3/1/2021","21/2/2021",49,32,820,1317,"ablated"
"330","LG314_20","CL094_20","3/1/2021","2/3/2021","cold","ablated","Guich",0.197,1179.02,254.439,37.6399,945.598,0.039999,NA,NA,4,1049,1227,"","LG314_20",21.076,27.99,49.066,"Yes","","","",2,5.91,2.6,"3/1/2021","2/3/2021",58,4,1049,1227,"ablated"
"331","LG315_20","CL094_20","15/12/2020","11/2/2021","hot","ablated","Guich",0.293,NA,NA,NA,NA,NA,NA,NA,2,815,1531,"","LG315_20",24.262,36.55,60.812,"Yes","","","",2,40.9,14,"15/12/2020","11/2/2021",58,2,815,1531,"ablated"
"332","LG316_20","CL095_20","19/12/2020","2/3/2021","hot","ablated","Guich",0.516,835.222,0.913768,111.48,82.3198,8.85006,1088.56,0.039999,2,1365,NA,"","LG316_20",26.215,NA,NA,"Yes","recorded as LG319","","",2,4.21,1.43,"19/12/2020","2/3/2021",73,2,1365,NA,"ablated"
"333","LG317_20","CL095_20","7/1/2021","21/2/2021","cold","control","Guich",0.339,982.04,138.8,13.84,1061.24,0.039999,NA,NA,20,497,1020,"","LG317_20",24.469,36.589,61.058,"Yes","","","",2,3.62,1.53,"7/1/2021","21/2/2021",45,20,497,1020,"control"
"334","LG318_20","CL095_20","17/12/2020","11/2/2021","hot","control","Guich",0.42,1110.85,203.279,12.72,996.758,0.039999,NA,NA,3,157,275,"","LG318_20",27.078,42.079,69.157,"Yes","","","",2,4.46,1.77,"17/12/2020","11/2/2021",56,3,157,275,"control"
"335","LG320_20","CL095_20","19/12/2020","31/1/2021","hot","ablated","Guich",0.402,403.348,0.721867,77.2398,19.04,10.3963,1122.8,0.039999,6,303,NA,"","LG320_20",26.675,42.074,68.749,"Yes","","","",2,4.54,1.42,"19/12/2020","31/1/2021",43,6,303,NA,"ablated"
"336","LG321_20","CL095_20","7/1/2021","21/2/2021","cold","control","Guich",0.245,1031.07,144.84,359.399,1055.2,0.039999,NA,NA,18,26,403,"","LG321_20",22.872,31.149,54.021,"Yes","","","",2,3.81,1.05,"7/1/2021","21/2/2021",45,18,26,403,"control"
"337","LG322_20","CL095_20","18/12/2020","31/1/2021","hot","control","Guich",0.347,680.993,118.36,61.5598,1081.68,0.039999,NA,NA,3,1273,1347,"","LG322_20",26.293,38.721,65.014,"Yes","","","",2,5.21,1.42,"18/12/2020","31/1/2021",44,3,1273,1347,"control"
"338","LG324_20","CL096_20","18/12/2020","31/1/2021","hot","ablated","Guich",0.393,536.52,1.11169,85.5998,128.64,14.2877,1114.44,0.039999,2,2187,4032,"","LG324_20",26.835,NA,NA,"Yes","tail tip is invisible","","",2,3.64,1.15,"18/12/2020","31/1/2021",44,2,2187,4032,"ablated"
"339","LG325_20","CL096_20","6/1/2021","21/2/2021","cold","control","Guich",0.299,551.449,102.44,124.4,1097.6,0.039999,NA,NA,21,1109,1394,"","LG325_20",23.306,36.422,59.728,"Yes","","","",2,2.87,0.91,"6/1/2021","21/2/2021",46,21,1109,1394,"control"
"340","LG341_20","CL099_20","3/1/2021","2/3/2021","cold","ablated","Guich",0.241,1029.05,200.119,0.039999,999.917,0.159999,NA,NA,5,203,454,"","LG341_20",22.511,30.771,53.282,"Yes","","","",2,20.34,6.13,"3/1/2021","2/3/2021",58,5,203,454,"ablated"
"341","LG366_20","CL106_20","8/1/2021","2/3/2021","cold","control","Guich",0.324,165.638,26.5599,10.84,1173.48,0.039999,NA,NA,3,1433,2095,"","LG366_20",25.207,34.376,59.583,"Yes","","","",2,4.05,1.23,"8/1/2021","2/3/2021",53,3,1433,2095,"control"
"342","LG368_20","CL107_20","18/12/2020","21/2/2021","hot","ablated","Guich",0.395,627.567,82.7198,97.6398,1111,0.039999,NA,NA,40,219,527,"","LG368_20",26.057,39.706,65.763,"Yes","","","",2,4.96,1.71,"18/12/2020","21/2/2021",65,40,219,527,"ablated"
"343","LG377_20","CL110_20","8/1/2021","2/3/2021","cold","control","Guich",0.35,439.598,0.609386,59.7198,0.999997,11.5184,1140.32,0.039999,36,NA,NA,"","LG377_20",25.643,NA,NA,"Yes","","","",2,6.98,1.88,"8/1/2021","2/3/2021",53,36,NA,NA,"control"
"344","LG411_20","CL122_20","25/12/2020","11/2/2021","hot","control","Guich",0.34,1578.71,204.039,8.15998,993.238,0.039999,NA,NA,4,495,1215,"","LG411_20",NA,NA,NA,"Yes","cannot see cloaca","","",2,5.83,2.48,"25/12/2020","11/2/2021",48,4,495,1215,"control"
"345","LG413_20","CL122_20","9/1/2021","21/2/2021","cold","control","Guich",0.299,500.229,83.7198,10.56,1116.32,0.039999,NA,NA,16,859,1383,"","LG413_20",23.326,NA,NA,"Yes","part of tail is invisible","","",2,7.01,3.03,"9/1/2021","21/2/2021",43,16,859,1383,"control"
"346","LG414_20","CL122_20","24/12/2020","21/2/2021","hot","ablated","Guich",0.515,862.39,106.64,0.039999,1093.4,0.239999,NA,NA,17,134,311,"","LG414_20",27.309,45.761,73.07,"Yes","","","",2,4.95,1.81,"24/12/2020","21/2/2021",59,17,134,311,"ablated"
"347","LG450_20","CL133_20","30/12/2020","21/2/2021","hot","ablated","Guich",0.329,590.828,103.88,2.51999,1096.16,0.039999,NA,NA,4,5415,NA,"","LG450_20",27.811,39.267,67.078,"Yes","","","",2,3.83,1.21,"30/12/2020","21/2/2021",53,4,5415,NA,"ablated"
"348","LG455_20","CL135_20","31/12/2020","11/2/2021","hot","ablated","Guich",0.281,631.986,112.44,1.16,1085.12,0.039999,NA,NA,10,1293,1663,"","LG455_20",24.615,36.159,60.774,"Yes","","","",2,3.63,1.24,"31/12/2020","11/2/2021",42,10,1293,1663,"ablated"
"349","LG457_20","CL136_20","31/12/2020","2/3/2021","hot","ablated","Guich",0.374,132.02,0.94476,19.84,726.518,53.6453,1180.2,0.039999,1,133,515,"","LG457_20",26.456,34.221,60.677,"Yes","","","",2,5.86,2.69,"31/12/2020","2/3/2021",61,1,133,515,"ablated"
"350","LG467_20","CL139_20","2/1/2021","21/2/2021","hot","ablated","Guich",0.329,422.653,78.2398,412.839,1002.6,0.039999,NA,NA,2,645,715,"","LG467_20",23.438,NA,NA,"Yes","","","",2,13.7,9.33,"2/1/2021","21/2/2021",50,2,645,715,"ablated"
"351","LG548_20","CL161_20","10/1/2021","21/2/2021","hot","ablated","Guich",0.245,821.626,142.72,0.039999,1056.96,0.159999,NA,NA,3,147,224,"","LG548_20",22.241,33.678,55.919,"Yes","","","",2,4.81,1.8,"10/1/2021","21/2/2021",42,3,147,224,"ablated"
"352","LG549_20","CL161_20","10/1/2021","2/3/2021","hot","control","Guich",0.36,1134.42,182.8,115.68,1017.24,0.039999,NA,NA,9,751,3312,"","LG549_20",25.804,NA,NA,"Yes","","","",2,7.06,2.39,"10/1/2021","2/3/2021",51,9,751,3312,"control"
"441","LG029_20","CL009_20","8/12/2020","31/1/2021","cold","control","Guich",0.387,1775.3,1.53004,328.959,10.48,4.00055,864.118,0.039999,NA,NA,NA,NA,"LG029_20",27.189,NA,NA,"Yes","tail tip is invisible","","",3,2.83,0.93,"8/12/2020","31/1/2021",54,NA,NA,NA,"control"
"442","LG032_20","CL011_20","11/12/2020","31/1/2021","cold","control","Guich",0.397,726.237,121,13.92,1079.04,0.039999,NA,NA,12,18,749,"","LG032_20",27.205,NA,NA,"Yes","","","",3,9.35,4.13,"11/12/2020","31/1/2021",51,12,18,749,"control"
"443","LG039_20","CL013_20","9/12/2020","31/1/2021","cold","control","Guich",0.376,1103.15,149.32,11.52,1050.08,0.039999,NA,NA,144,648,869,"*came out to catch a spider! Haha. After that 10:54:03","LG039_20",28.52,NA,NA,"Yes","tail tip is invisible","","",3,6.34,2.13,"9/12/2020","31/1/2021",53,144,648,869,"control"
"444","LG053_20","CL017_20","13/12/2020","31/1/2021","cold","ablated","Guich",0.379,743.343,0.671285,135.6,196.2,5.20984,1057.6,0.039999,3,1131,3535,"","LG053_20",NA,NA,NA,"Yes","too blurred to set scale","","",3,4.05,1.72,"13/12/2020","31/1/2021",49,3,1131,3535,"ablated"
